,gps_height,longitude,latitude,basin,region_code,district_code,population,permit,construction_year,extraction_type_class,management_group,payment,quality_group,quantity_group,source_class,waterpoint_type_group
26170,1091,36.8962998,-3.40643078,pangani,2,7,120.0,True,1995,gravity,user-group,unknown,good,seasonal,surface,communal standpipe
6238,0,33.81603627,-9.49137279,lake nyasa,12,3,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
1783,288,38.53910512,-5.26436446,pangani,4,6,45.0,True,1978,submersible,user-group,pay per bucket,good,enough,surface,communal standpipe
4316,1611,35.29656373,-4.53075378,internal,21,2,358.0,True,2003,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
16875,1127,31.20977156,-6.37478253,lake rukwa,15,1,100.0,True,1972,gravity,commercial,never pay,good,enough,groundwater,communal standpipe
5756,0,35.24663604,-5.17938007,internal,1,1,1.0,False,0,motorpump,user-group,unknown,good,enough,groundwater,communal standpipe
25047,1170,32.96920184,-2.0848919,lake victoria,19,1,200.0,True,1982,other,user-group,never pay,good,insufficient,surface,communal standpipe
6480,0,33.80538482,-9.51868871,lake nyasa,12,3,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
3516,0,35.77571236,-6.42200696,rufiji,1,5,1.0,False,0,motorpump,commercial,pay per bucket,good,dry,groundwater,communal standpipe
8944,0,32.90418602,-3.30764911,lake victoria,17,3,1.0,True,0,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
12505,0,33.51420231,-3.45003915,internal,17,8,1.0,False,0,other,user-group,pay when scheme fails,salty,enough,groundwater,hand pump
5482,0,33.59144614,-3.00580428,lake victoria,17,2,1.0,False,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
9608,0,33.98695791,-9.44286669,lake nyasa,12,3,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
19249,26,38.89189520000001,-6.56191655,wami / ruvu,6,1,80.0,True,1992,submersible,user-group,pay monthly,good,enough,surface,communal standpipe
2833,1127,35.01620941,-6.42295889,rufiji,13,3,250.0,False,1974,motorpump,user-group,pay per bucket,good,enough,groundwater,communal standpipe
2807,25,39.32832239,-6.97944401,wami / ruvu,60,43,200.0,False,2004,handpump,user-group,never pay,good,enough,groundwater,hand pump
10136,1551,35.76013232,-4.39768322,internal,21,1,360.0,True,2007,handpump,user-group,never pay,good,enough,groundwater,hand pump
6572,0,34.8031643,-2e-08,lake tanganyika,19,6,1.0,True,0,other,user-group,unknown,unknown,dry,groundwater,other
2241,220,34.8031643,-10.14949268,ruvuma / southern coast,80,23,1.0,False,1979,submersible,user-group,never pay,good,enough,groundwater,communal standpipe
13806,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,handpump,user-group,unknown,good,enough,groundwater,hand pump
17321,354,37.6454543,-6.11023217,wami / ruvu,5,6,90.0,True,2007,submersible,user-group,pay monthly,good,enough,groundwater,communal standpipe
17136,0,36.18346218,-5.11548448,internal,1,1,1.0,False,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
16322,407,38.84729281,-10.37592981,ruvuma / southern coast,8,3,260.0,False,0,other,user-group,never pay,unknown,dry,groundwater,communal standpipe
10873,0,35.83401602,-6.48546346,rufiji,1,4,1.0,True,0,submersible,user-group,unknown,good,dry,groundwater,other
15191,1329,37.67932662,-3.71140163,pangani,3,2,80.0,False,1972,gravity,user-group,never pay,good,insufficient,groundwater,other
12242,1499,34.75787034,-5.05946318,internal,13,2,1.0,True,1980,other,user-group,unknown,good,dry,groundwater,other
27006,1243,36.8944162,-3.34611973,pangani,2,7,89.0,True,1968,submersible,user-group,unknown,good,insufficient,surface,communal standpipe
15729,173,39.01467011,-7.02113995,wami / ruvu,6,3,300.0,False,2004,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
4830,216,39.07157605,-6.91185911,wami / ruvu,6,3,250.0,False,2006,gravity,commercial,never pay,good,seasonal,surface,communal standpipe
14251,859,29.69574704,-4.91128113,lake tanganyika,16,4,1.0,True,1985,other,other,never pay,good,dry,surface,communal standpipe
21685,1295,34.33503024,-1.92569574,lake victoria,20,2,300.0,True,1999,handpump,unknown,never pay,good,insufficient,groundwater,hand pump
1069,21,38.85064888,-6.57906643,wami / ruvu,6,1,100.0,True,1988,motorpump,user-group,never pay,good,enough,surface,communal standpipe
14289,0,33.21155043,-8.97535473,lake rukwa,12,6,1.0,True,0,gravity,user-group,pay annually,good,insufficient,surface,communal standpipe
5773,870,37.301798100000006,-3.35358541,pangani,3,6,15.0,True,2008,gravity,commercial,pay per bucket,good,insufficient,groundwater,communal standpipe
14751,1162,31.17324815,-6.36372974,lake rukwa,15,1,200.0,True,1996,other,commercial,never pay,good,insufficient,groundwater,other
11010,0,34.45740777,-8.58365859,rufiji,12,7,1.0,False,0,gravity,user-group,never pay,good,insufficient,surface,communal standpipe
5301,1342,36.86195588,-3.32919383,pangani,2,7,89.0,True,2002,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe
17499,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,gravity,parastatal,never pay,good,seasonal,surface,communal standpipe
12440,84,39.13037539,-7.53857862,rufiji,60,53,454.0,True,2005,motorpump,user-group,pay per bucket,good,insufficient,groundwater,communal standpipe
19380,0,33.90444223,-9.28881073,lake nyasa,12,4,1.0,True,0,gravity,parastatal,unknown,good,enough,groundwater,communal standpipe
15260,0,31.74297909,-1.34191642,lake victoria,18,2,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
2959,1484,34.05383599,-1.91239029,lake victoria,20,4,500.0,True,2010,gravity,user-group,unknown,unknown,unknown,groundwater,communal standpipe
7691,-18,39.49727635,-8.52047327,ruvuma / southern coast,80,13,560.0,True,1975,submersible,user-group,never pay,good,dry,groundwater,communal standpipe
12749,440,37.12515852,-6.6891587,wami / ruvu,5,1,60.0,True,1976,handpump,user-group,pay monthly,good,insufficient,groundwater,hand pump
8701,1347,30.60249226,-3.74797335,lake tanganyika,16,1,145.0,False,2003,gravity,user-group,unknown,good,insufficient,surface,communal standpipe
24076,1212,31.27043703,-6.33778612,lake rukwa,15,1,450.0,True,1985,handpump,user-group,pay when scheme fails,good,insufficient,groundwater,hand pump
26454,1184,38.36263289,-4.8563116,pangani,4,1,1.0,True,1962,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
4251,-13,39.24488701,-7.528591599999999,rufiji,6,4,150.0,False,2007,handpump,user-group,never pay,good,seasonal,groundwater,hand pump
6820,0,32.34500775,-4.36140532,lake tanganyika,14,4,1.0,True,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
11768,1324,34.56733594,-8.83017833,rufiji,11,4,53.0,True,1978,gravity,user-group,pay when scheme fails,good,dry,surface,communal standpipe
15734,304,36.87072463,-7.89646451,rufiji,5,3,250.0,True,1996,gravity,user-group,pay monthly,good,insufficient,surface,communal standpipe
24968,326,36.8169091,-8.91160064,rufiji,5,4,200.0,True,1981,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
40,159,38.35356668,-6.63869562,wami / ruvu,6,1,20.0,True,2008,submersible,commercial,pay per bucket,good,enough,surface,communal standpipe
4751,1463,34.658556,-4.74728564,internal,13,4,1.0,True,2012,other,user-group,never pay,unknown,enough,groundwater,other
26215,1228,34.41572884,-1.56590523,lake victoria,20,2,80.0,True,2004,handpump,commercial,never pay,salty,insufficient,groundwater,hand pump
7325,335,36.76262294,-8.936938,rufiji,5,4,250.0,True,1996,handpump,user-group,pay monthly,colored,insufficient,groundwater,hand pump
20455,59,39.28325488,-7.04105417,wami / ruvu,60,43,517.0,False,2010,submersible,user-group,pay per bucket,good,enough,groundwater,communal standpipe
12407,0,33.78481589,-8.76901981,rufiji,12,7,1.0,True,0,gravity,user-group,never pay,colored,seasonal,surface,communal standpipe
20606,813,29.73633786,-4.85464888,lake tanganyika,16,3,130.0,True,2009,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
26840,99,39.15412521,-6.73745346,wami / ruvu,7,1,241.0,False,1970,submersible,user-group,pay per bucket,good,dry,surface,communal standpipe
4487,1371,30.82130516,-3.33802356,lake tanganyika,16,1,230.0,False,2011,handpump,user-group,unknown,good,enough,groundwater,hand pump
5186,1162,33.61212013,-2.15838958,lake victoria,20,4,500.0,False,1998,handpump,user-group,unknown,milky,insufficient,groundwater,hand pump
14784,1674,31.50731857,-8.45182067,lake tanganyika,15,2,56.0,True,1981,gravity,user-group,never pay,good,insufficient,surface,communal standpipe
17249,1790,38.20515613,-4.5604238,pangani,4,1,1.0,True,2002,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
18675,399,37.82687164,-6.84488038,wami / ruvu,5,2,1.0,True,1994,gravity,user-group,never pay,unknown,dry,surface,communal standpipe
18085,1318,36.86143054,-6.21352411,wami / ruvu,5,1,190.0,True,1972,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
8880,1606,37.5963031,-3.24354755,pangani,3,1,1.0,True,1980,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
15105,-43,39.41263752,-6.86352262,wami / ruvu,7,3,80.0,False,1970,motorpump,user-group,never pay,salty,dry,groundwater,other
15073,1214,30.29879422,-4.97876124,lake tanganyika,16,3,150.0,True,1990,other,user-group,pay annually,good,enough,groundwater,other
13158,466,38.94230892,-10.68235839,ruvuma / southern coast,90,33,1.0,True,1985,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
16233,1494,34.75425594,-5.09601208,internal,13,2,1.0,True,1990,other,user-group,unknown,good,insufficient,groundwater,other
21756,0,31.99659697,-3.61068665,lake tanganyika,17,5,1.0,True,0,other,user-group,unknown,milky,enough,groundwater,other
16729,0,33.86414168,-9.4305015,lake nyasa,12,3,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
5525,1808,34.84185625,-9.14229878,rufiji,11,4,100.0,False,2007,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
7740,274,38.89619878,-10.87105251,ruvuma / southern coast,90,33,1.0,True,1985,handpump,user-group,unknown,good,enough,groundwater,hand pump
13289,0,32.45291814,-5.10651143,lake tanganyika,14,3,1.0,True,0,other,user-group,never pay,good,insufficient,groundwater,other
23847,0,32.15740483,-3.64128585,lake tanganyika,17,5,1.0,True,0,gravity,parastatal,unknown,good,enough,groundwater,communal standpipe
12634,474,34.63983982,-11.06821362,lake nyasa,10,3,96.0,True,1992,gravity,user-group,pay monthly,good,dry,groundwater,communal standpipe
7930,0,32.14223956,-3.60811879,lake tanganyika,17,5,1.0,True,0,handpump,user-group,unknown,good,enough,groundwater,hand pump
16397,1410,35.49338613,-7.70329189,rufiji,11,1,1.0,True,1994,gravity,user-group,pay annually,good,dry,groundwater,communal standpipe
15251,1207,38.31656337,-4.845114,pangani,4,1,1.0,True,1982,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
9860,1471,34.78488687,-5.19972305,internal,13,2,1.0,True,1980,motorpump,user-group,unknown,unknown,dry,groundwater,communal standpipe
19906,997,35.43020866,-10.57904447,lake nyasa,10,2,1.0,True,2002,handpump,user-group,pay when scheme fails,good,dry,groundwater,hand pump
9396,438,37.14811255,-6.77756935,wami / ruvu,5,1,85.0,True,1997,submersible,user-group,pay per bucket,good,enough,groundwater,communal standpipe
9893,0,33.90475894,-9.62275709,lake nyasa,12,3,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
9690,575,36.52899427,-7.26420316,rufiji,5,1,100.0,True,1982,other,unknown,unknown,good,enough,groundwater,other
13674,872,37.30259906,-3.35122017,pangani,3,6,8.0,True,2008,gravity,commercial,pay per bucket,unknown,dry,groundwater,communal standpipe
8822,0,33.87903572,-8.64667732,rufiji,12,7,1.0,True,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
20879,0,31.1574889,-1.38903357,lake victoria,18,1,1.0,True,0,gravity,other,pay annually,good,enough,surface,communal standpipe
23366,768,37.44156351,-5.93431878,wami / ruvu,5,6,1.0,True,1970,gravity,user-group,never pay,good,insufficient,surface,communal standpipe
18179,1637,37.58884306,-3.16017402,pangani,3,1,1.0,True,1962,gravity,commercial,never pay,good,enough,groundwater,communal standpipe
13521,1579,35.1450205,-9.25615946,rufiji,11,4,125.0,True,1975,gravity,user-group,pay monthly,good,dry,surface,communal standpipe
13535,1236,36.84153937,-3.34666143,pangani,2,7,98.0,True,1999,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe
22625,1162,33.40880069,-2.02405954,lake victoria,20,4,250.0,True,2010,gravity,user-group,unknown,good,enough,surface,communal standpipe
10770,0,33.83166881,-9.53726301,lake nyasa,12,3,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
13808,0,32.26888459,-4.03619763,lake tanganyika,17,3,1.0,True,0,other,user-group,unknown,milky,insufficient,groundwater,other
2552,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,other,user-group,unknown,good,enough,groundwater,other
23516,0,32.50286552,-8.37643123,lake rukwa,12,6,1.0,False,0,handpump,user-group,pay monthly,salty,insufficient,groundwater,hand pump
6268,1048,29.7312758,-4.72109947,lake tanganyika,16,3,130.0,True,1982,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
27079,1278,30.94620554,-3.23330671,lake tanganyika,16,1,560.0,False,2002,handpump,user-group,unknown,good,enough,groundwater,hand pump
11354,0,33.28098696,-3.8555106,internal,17,3,1.0,True,0,other,user-group,never pay,good,enough,groundwater,other
26960,771,29.73390176,-4.88200592,lake tanganyika,16,3,190.0,True,2001,other,user-group,pay monthly,good,enough,groundwater,other
7593,0,31.54789518,-1.01514889,lake victoria,18,7,1.0,True,0,other,user-group,never pay,good,insufficient,groundwater,other
21011,0,31.71682026,-1.18212251,lake victoria,18,7,1.0,True,0,motorpump,user-group,never pay,good,insufficient,surface,communal standpipe
25102,821,29.686622,-4.85012752,lake tanganyika,16,3,355.0,True,2009,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
10544,551,36.28626293,-7.34636057,rufiji,11,7,250.0,True,1984,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
8548,0,34.04107761,-8.68543387,rufiji,12,7,1.0,True,0,submersible,user-group,pay monthly,fluoride,enough,groundwater,communal standpipe
19266,0,33.33690159,-3.0837021,lake victoria,19,4,1.0,True,0,other,user-group,never pay,good,insufficient,groundwater,other
4730,660,37.82160803,-4.35505789,pangani,3,3,340.0,True,1993,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
2615,0,33.78417367,-8.775294800000001,rufiji,12,7,1.0,True,0,gravity,user-group,unknown,colored,seasonal,surface,communal standpipe
22084,0,33.65788781,-9.35988552,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,insufficient,surface,communal standpipe
2993,0,32.90694395,-5.84145504,lake tanganyika,14,5,1.0,True,0,other,user-group,never pay,good,dry,surface,communal standpipe
10950,308,39.08624338,-10.86660812,ruvuma / southern coast,90,33,1.0,False,2001,gravity,user-group,unknown,good,enough,groundwater,communal standpipe
6253,383,38.69355401,-10.38532716,ruvuma / southern coast,8,3,390.0,False,1981,other,user-group,never pay,unknown,dry,groundwater,other
19725,310,38.94476121,-10.8583893,ruvuma / southern coast,90,33,1.0,True,1985,other,user-group,unknown,good,dry,groundwater,other
25740,0,31.40654156,-1.20634709,lake victoria,18,7,1.0,True,0,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
17757,1169,37.62942704,-3.30233874,pangani,3,1,1.0,True,1980,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
7821,1508,34.86895116,-8.66272938,rufiji,11,2,1.0,True,0,gravity,user-group,pay annually,good,insufficient,groundwater,communal standpipe
26071,1568,35.45048857,-4.26857116,internal,21,1,203.0,True,2009,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
26611,0,33.55900998,-2.52844662,lake victoria,19,2,1.0,True,0,motorpump,user-group,never pay,good,enough,groundwater,communal standpipe
16827,499,38.05386024,-4.30402541,pangani,3,3,240.0,True,2012,gravity,user-group,pay annually,good,enough,surface,communal standpipe
16201,1435,34.38586049,-1.81022057,lake victoria,20,2,400.0,True,1998,rope pump,user-group,never pay,good,insufficient,groundwater,hand pump
8807,0,32.08776163,-3.30603529,lake tanganyika,17,5,1.0,True,0,handpump,user-group,unknown,good,enough,groundwater,hand pump
15487,100,34.8031643,-10.6938175,ruvuma / southern coast,99,1,200.0,True,2012,motorpump,user-group,unknown,good,enough,groundwater,communal standpipe
14799,2,39.19807854,-8.38553058,rufiji,80,13,263.0,True,1984,other,user-group,never pay,salty,insufficient,groundwater,other
17855,0,31.59572527,-1.44004375,lake victoria,18,2,1.0,True,0,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
9887,0,33.88332125,-4.35223572,internal,14,2,1.0,False,0,submersible,user-group,never pay,good,enough,surface,other
