,status_group
7919,non functional
24313,non functional
7501,non functional
498,non functional
16061,non functional
17939,non functional
23109,non functional
14938,non functional
23024,non functional
21019,non functional
6942,functional needs repair
1,non functional
11173,non functional
16619,non functional
23948,non functional
20611,functional needs repair
13213,functional needs repair
20401,non functional
566,non functional
6341,non functional
11778,non functional
21836,non functional
4063,non functional
16469,non functional
592,non functional
25179,non functional
21466,non functional
5974,non functional
22116,non functional
2680,functional needs repair
17970,non functional
26820,non functional
20519,non functional
12582,non functional
2787,non functional
20598,functional needs repair
18726,non functional
19301,non functional
8195,non functional
22739,non functional
14059,non functional
25906,functional needs repair
18295,non functional
7817,non functional
10637,non functional
2636,functional needs repair
25638,non functional
3097,non functional
23816,functional needs repair
3381,non functional
26608,non functional
22906,non functional
19361,functional needs repair
20576,non functional
14076,functional needs repair
10386,non functional
26973,non functional
21401,non functional
10222,non functional
24029,non functional
21566,non functional
13151,non functional
27009,non functional
15264,non functional
15514,non functional
13065,non functional
9904,functional needs repair
1345,non functional
5034,functional needs repair
933,non functional
6502,functional needs repair
9891,non functional
14301,non functional
2565,non functional
6881,non functional
18458,non functional
15401,non functional
10948,non functional
3913,non functional
17096,non functional
21668,non functional
24430,non functional
11796,non functional
17106,non functional
21981,functional needs repair
19215,non functional
23657,non functional
3783,non functional
19030,non functional
21277,non functional
23491,non functional
14902,non functional
6256,non functional
3214,non functional
11650,non functional
8561,non functional
1196,non functional
5220,non functional
18046,non functional
13868,non functional
10530,non functional
1683,non functional
23614,non functional
19458,non functional
15252,non functional
1212,non functional
25437,functional needs repair
13150,functional needs repair
7818,non functional
19488,functional needs repair
17678,non functional
18271,functional needs repair
20109,non functional
5798,non functional
171,functional needs repair
13570,non functional
11664,non functional
25258,functional needs repair
24198,non functional
944,functional needs repair
22668,non functional
20123,non functional
14209,non functional
22155,non functional
11152,non functional
14095,functional needs repair
3776,non functional
15908,non functional
19567,non functional
9404,non functional
25983,non functional
15237,non functional
25158,non functional
3501,functional needs repair
10438,non functional
15835,non functional
16145,non functional
14591,functional needs repair
26380,non functional
6532,non functional
7066,functional needs repair
8422,non functional
14081,non functional
10591,non functional
22065,non functional
9563,functional needs repair
16455,non functional
10021,non functional
18418,functional needs repair
23119,non functional
21526,functional needs repair
14020,non functional
11095,non functional
3118,non functional
22770,non functional
6595,non functional
20903,functional needs repair
3266,non functional
17515,functional needs repair
14925,functional needs repair
12129,non functional
